path	size	sha256	copy_check
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa05.sh	628	83059c8e1642681c2f72f119b719cf69779a52908a2b63d399a45c1bc1f0ee1f	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa06.sh	628	90769dc2f4ad299c7e990a4f8c75a6922a9a2f848a7cdfff4e9edb12b9072f74	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa07.sh	628	786c2975d663a7da0bf51c68fcdc81c7dc89c217641216f9f0040123bae675e0	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa08.sh	628	299b997ac276776039f4948c37db20e289fc2b1055873b87e2e5ccb741a5e0c2	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa09.sh	628	88d22c2722d70af0267c8ba3b93d1e8ff53cbdf30b876a873ea3a1453741df0b	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa10.sh	628	d3edfa7234c24a1f8aa75a74ea5af5b24445370f3f9a433ea9ea7b7a33c079b1	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa11.sh	628	aa5aedae7d0ec8990b58807e1ca7b224d1885f2b7a5efe8c9363e371e4db0307	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa12.sh	628	9f46686dab5ef50eee6f806f35b7b8483f33e9d03bbfcc79407fcf6a5c1c8c0d	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa13.sh	628	c8985452f45df170adb2939a4d9be3501a069abaa5c832fab356a51c25cda0d0	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa14.sh	628	881a3e82b3b78bb19e19d3524033355bec531796e6ee7d1a88573d3f8ee4e849	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa15.sh	628	5ef404b7fb2a132ed605e55f76d2b9edf34899c580db14ea7c2800204b3a7496	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa16.sh	628	7880f1e44d7da576f7471be3fabccc85f6193c3125aeba6c688424508effc96e	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa17.sh	628	7dc07f72b128801b504d582bc5f5d959c55fbca8a6b89e60ed6a63924146cdc8	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa18.sh	628	3a2ddae0cb59b86878374da462ef300f4b2daa4b71397d8d814e163414951b18	OK
source_code/HWM.backScipt/02.FastqQC/Ca2306V2/RCa19.sh	628	89be31800e6e8d81ce1c6748d9630669e77aa29771ddf6ed0b57a80c82ee2bd2	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R12_R1.sh	535	a6f659eb115d9b37a52263e68120632ff2c57fd175a1bea384e8e2295c4a3228	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R13_R1.sh	535	328b0b9f1c4cee2209b72240b1ceb82f9bdb25737667245986411ddbb22c7221	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R14_R1.sh	535	b256be46729fa3d164797d82e531ad89fc0157a75efb529fb56be8b8dac20670	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R15_R1.sh	535	07b625a641f0b04bdc899c2e9bd283032a135911b459a07cd4d028afcc418092	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R17_R1.sh	535	5500a3dbcd6518e4610cb1b613aa768f6769747a7198cd8b0fc2b67ac50fd806	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R18_R1.sh	535	2c363354cb10d4d2408180e7d94c705ab4cde83ecd69e84b730b72bf4b99b237	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R19_R1.sh	535	3cad4d6e7caaad576f9f54a497cf9e884f243e9126664cec531ae2f2ee246d2f	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R1_R1.sh	528	c8a9496f2f79242e5358c262cb1c94bed85f86ff186633ba986f7451f6ee5b44	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R20_R1.sh	535	ff9fa48f89588681be1ccb69ce3f504dc692a0d96b5902b6981906d8acfb906d	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R21_R1.sh	535	ebdcfa2360145db0fd6857d8bb96d7f66555f1d7963a322bda7211ce8301c6ad	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R25_R1.sh	535	4c04cd133c9a7908f60711d8fbcc7bc79edb46e48f6ad4960e257c45d31c3e3c	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R26_R1.sh	535	badf477d14775bdccb4d15c46bd3c7c01e40962977b10e66052c9fbb4720c764	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R27_R1.sh	535	f46bacd2b37d9634b62091a226b8db89ebd59ad29bb3d7c45a3e04c532eb9442	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R2_R1.sh	528	bb31d567e8f134f1ce7a37f99c4810b2ad298a07c77bc6bc6c5fac46374ddded	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R31_R1.sh	535	538e00df554bd3432915640992926242049737b2c3a7f47422c60067f899ed68	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R33_R1.sh	535	e905fdcf43206f54345cb5f868d3e279c9686319b250b5917a1cef3619f59cd9	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R34_R1.sh	535	e3c0f97d05ff52cdbcfd755bddf35b3310664eb9da97f52fe4c8dd2f72f20e3d	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R36_R1.sh	535	2d9a1a1b6ae0d63e05dade24fb04920a1216e5813f817964394511c003494aea	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R38_R1.sh	535	9d72255f8601fe85c3d4ac9d82accd2da2c56af648ad5d868fe58b3465603e67	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R39_R1.sh	535	a344bf54e09fc7052e9a638d17a5636196e43d6d07048583d5a0698071e6fc5b	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R41_R1.sh	535	6016d0420cbde6ca30ec4b521b2c373243be0ff1985311f5f205e72361dda838	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R42_R1.sh	535	0f23c78b8ac02e0e1301960a6f052737d06584a20b83df5edca9d42d18a357a9	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R43_R1.sh	535	6a26c40918552b619f093eccf67efd5bb2985e96d059b9c22e4f77f30d03f2ae	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R44_R1.sh	535	e9a0f10ae908a3aa87bebac163007170ea43b06e07e620e8ceb15581b877b58f	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R45_R1.sh	535	4ccac7e6dcf433f3646671251085e792b680acdd163fa6240cfd006e088f5e6d	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R46_R1.sh	535	36cc3e471c52a940d356f0b1a7363faf32bcf09b328528de37865e81d1435ef6	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R47_R1.sh	535	70dea805be384e7453fb3928ef533bec91bd34818f518f22e7f33eec480ba698	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R4_R1.sh	528	0669f99b92ef0ca49c7ae4ea9479b3e1b9a150f54d5ac727a45793886e2884f8	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R50_R1.sh	535	4103e2c41949ef74073bdb38bf657667302133a944ca41d0931b8ed2ff88e61b	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R51_R1.sh	535	93c45d10a170e5914d037626a830da6ab67473258cf717c59d742d059bfe6a3a	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R52_R1.sh	535	2df8cb92ef8832692e59765e615a3313d0af5a9f433133363d9388d20249abe6	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R55_R1.sh	535	131d57704133e8ac6b93a0036c59d3ff538f6ee3ff4fc11a5ac15854f24b649b	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R56_R1.sh	535	263b4aa1cbd8cbd6c3e3ec78cf8fcd5742302bfea7bfae8892610f10378069f2	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R57_R1.sh	535	4b0d5d13a6f3aaaf54e71c627122c6462e70a7698a0fd8611c6b6ceecd9a45f1	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R58_R1.sh	535	7752f07ec4188aecd1111767de549ac74b5b8a99e6abae3aee006d028d86b392	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R59_R1.sh	535	a991f02798cda045968df4deeaf397f6f4c35f3f6ada941c6b7e61c82aad2f03	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R5_R1.sh	528	e884fe0fe58143dff048d145e4c2154abb99f01a7418eb0c3f9da066d59e63cf	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R60_R1.sh	535	4b35af85ac21c02c3fb75df05d36daed3e8aaf8eae494b7948dab2d22ae6325a	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R61_R1.sh	535	7319053dd0187b07f3704c2b18b6ab6e6fdb0b460a17b4301a98da343ceb22e2	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R62_R1.sh	535	acd9c970dc09268843c9984c9ea26ba1bee16dd5c02442d8bda8b798042f2e96	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R63_R1.sh	535	c88a042961ddec6972e58681e6f05a3e33379db6055bc60297a72816866f5916	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R64_R1.sh	535	12dcd27d7e85bdd5f4104dd34ce1ab1dcea71686055fc4e2b8c3f804d8c39dae	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R65_R1.sh	535	b6456fd03bc8e69fb12e4ba663d48593172f1fd854d46fdd9d59c1014d4d8e37	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R66_R1.sh	535	313e472c0858b497a232d714414fa3440d1801816acfc7b6b0ac35ffdf081752	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R67_R1.sh	535	6db8b14de91d431e1f8f84d193ef1be5f8be7f22cbfb71e59e0ca0ccd581bc20	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R68_R1.sh	535	80cd4b042d69317e3464e7dcaa5ac92e148935d48ef06e79d028914b225d130d	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R69_R1.sh	535	d663fb4a155a96a759da7781c4e8325ade1e12b0c89543e304f8028aa94bf3e3	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R6_R1.sh	528	1fcff2f0edc8d40ce1dec8e01dc306c6811ec4834e36575a6f762524deac16ac	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R70_R1.sh	535	ae05967e6f75858d345e60344f09a5bc6b9d8c493cbc896c214422a60f6eb9e0	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R71_R1.sh	535	ddbc6608df3cf694426d9c8eb3c2035241fb6f4d45771e5b7c9e38668aa82be7	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R72_R1.sh	535	c156ba8338864039f0ccd0c55c75bf8751986735a367b10c755a0adb40a9a2a4	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R74_R1.sh	535	d4438beca6b9e624ff0b6c371b6fe07acc966e0d90a9c8a418eda3b2e318740a	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R75_R1.sh	535	f9af7cce8bfd212572e191e5335215cfb96c72c3b72bc356f82287ce94776b85	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R76_R1.sh	535	723a2bfe5143df88e96f176b39ba6934eab8d33d6ff8c6d8df4a857c1a2d8d62	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R7_R1.sh	528	909a9ef14c4efdad562935b3c316b448a5ce665a4ab36e668a56a656d4efa621	OK
source_code/HWM.backScipt/02.FastqQC/Cg/R8_R1.sh	528	ada7db68dbff36a22ccf449f21a2753d70bc58ab30ed2d4a34624cd57c994dd2	OK
source_code/HWM.backScipt/02.FastqQC/egg/UH5Mom.sh	638	a1d8f12e1867695d2be29baebbb3e7d1a9edda376b74524e2be028ad118f70cc	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL02.sh	631	9f23c8efea8fb80aba70790a187941a60f603b2254281e606972f17624a9730c	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL03.sh	631	d82fab782484c57a3074999ecd94c95db17f944c9fc6bbeb7df5af9b883a6272	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL04.sh	631	9a106fc9b38632b83ce429338e5b83f4038a2dab4b92b5088bd521dc5cdf67d9	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL05.sh	631	9dd0d3fba149ea7c4ef4efb127b36010b754c740f87554a2008edc5b27487808	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL06.sh	631	57f86aafb42b82ce17f0ecc81f694fb0e271ec7969b9df90d967b77cd5371bb4	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL07.sh	631	9b3b89c4a1ddc40e845aa4568f223fdab541cd78703d6f083dc38c55c46edefa	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL08.sh	631	4fcfe03fddd22760f851c6d58e18aef85497329a7e94b4610b7840b6743cbe27	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL09.sh	631	8e8849196108a7f2c4579a78cd3d8b6d3324da2c64c20e3b9e40c770aed790a9	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL10.sh	631	6100bfd6ca7c57624ccd9b096c7dd8579a454c776fd734e9cc5585bbaea0db3f	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL11.sh	631	1489fbc736f033399869f7227b725a89cbfc069b30594016135e161069bc515f	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL12.sh	631	776a588a9acce8e8b58c3ddc7a1ab0dfb746998b900d6247b04024bf1814a192	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL13.sh	631	2bfedbadcf1c12b3f1b6c1af115d0d71fc671a4011249af604d7891864c0f164	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL14.sh	631	d6578f465c10dd76c0bc1b4189eeba31671ab0618792ea596cd6b7595e359a85	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL15.sh	631	4cdc67190674e89947d1667e56c3799fd6c420f76db19048624407569b4758a0	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL16.sh	631	21d8260d7a4775afdce54eff2a87cdc18379a3d47b8d48bb88fb52bba468f280	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHL17.sh	631	cee8fcfdd6595b58c734db714947ccc40c81c9183cf97aef9f187ec1974f6832	OK
source_code/HWM.backScipt/02.FastqQC/egg/UHLDad.sh	638	2514b5254c5b3e984c0c4f7509113e9548691177bad4c5f3c3794c1959bf6970	OK
source_code/HWM.backScipt/02.FastqQC/submit_fqcheck_jobs.pl	904	0e2b83efd3d8db29ae10d124c6cc25dfcfaaaae7dbb8c7431f9673398f683f0a	OK
source_code/HWM.backScipt/03.Mapping/01.Generators/bam_path_to_id.pl	731	010a375d29b2e56590ce7eb2db47b84292e14c98a35727885100a135ae9bea15	OK
source_code/HWM.backScipt/03.Mapping/01.Generators/generate_mda_mapping_jobs.pl	4556	e25f8c62aa819d41d1d15ea16f82e9ac463d99b3c6940e9048eb8719c5507e9d	OK
source_code/HWM.backScipt/03.Mapping/01.Generators/generate_sperm_mapping_jobs.pl	4385	cd3484241fec95eadb96521a24edbb58a9eecf24b0506a7e761310e57c993356	OK
source_code/HWM.backScipt/03.Mapping/01.Generators/map_sample_ids.pl	743	67f7aedc3cad52d9bf2c8c0bb745ba5aa57d8adf239a3463852d400ff8d9100d	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/Dad/SDad.sh	3062	3dbdc218cd631c22c35da2659af352b0a718c154649b13ee46d6af3ac884b25b	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/Dad/aa.sh	512	fbba6034d3a633760602f22699a39fce4129abb1c2da6cd10e78f0735ba41bd3	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/Dad/bamQC.r	2240	9f1193b1707f03c7f4f0dc33074959eefbe0635684a06d8c6c5513f3e2fb0e24	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S01/SS01.sh	2959	b663ea1a92df25e4ab11e0f87a58d4c5893e131f7008205821c4cb13360396a7	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S01/aa.sh	512	01a17a9bdc86af71f453a4c4b7361040af400dbf863794cafbdefe6cf3394301	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S01/bamQC.r	2239	a1cd8d13fe9d75efdfec0519a514acdcdf99a64f2ba00d96dcaa34008046434a	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S02/SS02.sh	2970	f1f48f8b44edd5ed45f7966d0b3aa9f89ba1ec9ce1975d07b0ab18dfb0c3240f	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S02/aa.sh	512	37825e4a3681741209c46e12d696e7f41bb74c1f286e5765dcc7711573cc230b	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S02/bamQC.r	2239	3a9548f921aca7f1e0e6fd52c952fbe46d651b57ad3205ac4ab733574643329b	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S04/SS04.sh	2970	e203fc927ff6cf8ab651ee8891bbb303facfd844aa2f494d972354f0ee66e6db	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S04/aa.sh	512	2d48bce22de4e8a0d8c324be4169d10b95083ff2a97d191ed5290a935626087e	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S04/bamQC.r	2239	a870327bc15ce240a994ad5c6aedaf417417918832b40a938c92ca2bca6fe4e4	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S05/SS05.sh	2970	bad4c374550b4ee2bbd5358c49efbcf2fb3d248d68119c8491aa740de6e1f5ff	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S05/aa.sh	512	11740023d6f41cdafba9bd08aabba3370b579bf7266bf5adc1a3eb570ada3ec3	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S05/bamQC.r	2239	1a79df710235b6a01d289c226985e47827a49bbc958f0db5ffa8125b6b04481c	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S06/SS06.sh	2970	621014ae3744b17a9c78d8342b89d3cbed69c2caed7ada4734b8c9853f7839da	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S06/aa.sh	512	7f39a8b6227f886ee30f830706f18be2a2b5ef340b166006b5cfeb6c3f5b0fe4	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S06/bamQC.r	2239	638be60568e31b289be496f283d1970d9cf0d9460e874b4c87b3b709cd25521b	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S07/SS07.sh	2970	1460497ce7eafcc7af36c156c1fb3a1aa8425a0e7733c75d0b6b6f98e80ba999	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S07/aa.sh	512	ce1ae4aaa8851f26478f54502066e72028a1bc285bdb177d18137debb45b30b8	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S07/bamQC.r	2239	2e0a7aafb965cffa0110c24051720af36942d618a5e09975dd40a854ffcee3e2	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S08/SS08.sh	2970	b2ad5e98ba29beb961c4a2f45d04bd4574e4d60f4120412a139d8c10264e63e2	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S08/aa.sh	512	ebc4e2be875616f24aee4d0ff93668b1217b2c15f2f80f87fadb788f825d5ef0	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S08/bamQC.r	2239	941e0243f998081e22db285cbfc50c3609d30be2ce62d077aeb2a45b2c816e90	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S12/SS12.sh	2974	63a68594acbe51922491f598dc135dcf37676aef55e1a1ee8386eeaba4ec7f5a	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S12/aa.sh	512	6f97a0cdbb789410e56850992c5694be019bff954e6a9823b3d24646112bc250	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S12/bamQC.r	2239	8662e6dd77befb0823c245b8e934f6e430fabd8f33c12834bd9d2a6e1a6c3466	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S13/SS13.sh	2974	c220ca5b76aa482b046995288c29e088029c36b20925340b02b176e6ddefcead	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S13/aa.sh	512	e5faee1b93f94a2114f87b54e47837fd6c7962ee858d491b7dc6917f08fd893b	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S13/bamQC.r	2239	89bae16ceb14f9ec13104867e8643c084b18499a7746550f17c45ccdc21f5837	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S14/SS14.sh	2974	4d8573b9cb70a248a52c704ca626e62600709392b3a32a8fe7c3811ca576a786	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S14/aa.sh	512	5545cd13b2dd4e2472cedefa346402c27bd25a63d76cd00ebe1368bc85d6579a	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S14/bamQC.r	2239	32e069ed768c71fb9d8562ffbad2ba17613a468aceb3bae3d8f2d01a61861135	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S15/SS15.sh	2974	ffec80998b7128bc472124dad75dff7bef249995bece99601404df3ce32dc3e4	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S15/aa.sh	512	ba598d3b229a16a46b73830eedd3cfd0dbaf5aba63d83c41f7bd0ae82ea0f99d	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S15/bamQC.r	2239	796ff588073a591f3adda79ecbd668a686c396de0dc383c2188e5be2ea161c1c	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S17/SS17.sh	2974	1f0de7360143cffb99124daa4830d676372ba071b3b04d55776c761a13a62e4f	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S17/aa.sh	512	79e1937c9dcf79223e4dfb5237c17db5eb2ee42c36c654aa8889b080d66ed664	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S17/bamQC.r	2239	e5071ac618d669980c8b59fd8dca725415c55ed42a5e54432e1598330fead87f	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S18/SS18.sh	2974	99f84d1b4af806172b6d2e604a58d6f494800cb00ee222bfa3602f2280114832	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S18/aa.sh	512	de2410a387dc911a6c79352f5b310f716b291ef942757c613e20856fc2f4b1b6	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S18/bamQC.r	2239	c8f4512b12ffec06ebaf2cf26e3b3955acd93f698a4db24e6cd9942dae925fb8	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S19/SS19.sh	2974	76108130f49d305ee652881bf16f7baaa335ad6f4f2e1e85c842badf7a62cc59	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S19/aa.sh	512	13b3f4a70d000bd5ac92f5719d43343014c930919b76ecd1f9e6fe0cd04b8364	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S19/bamQC.r	2239	89edd64afd72ab087b3120c56f21b0da8ba2a017088881e8e12ddb6d741b1d6b	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S20/SS20.sh	2974	59366302fb7695de9c5c71ff2b835303db540aa485e853470d0f99916ff506a0	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S20/aa.sh	512	f258791f42befae77540c5371fab5c24d650c3c6da8fa66deeb1cf5c183fffcb	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S20/bamQC.r	2239	828c56e1cf12e80b67c5fe072aecf2481b82833f79b9348a2afa5a89bba4836b	OK
source_code/HWM.backScipt/03.Mapping/02.Sperm/S21/SS21.sh	2974	1c88328edf784cfe400707bd0b746a16fdd5e383c6132d79f1c218dff8967919	OK
